catalogid,id,name,categories,mfgid,manufacturer,distributor,cost,price,price2,price3,saleprice,onsale,stock,stock_alert,display_stock,weight,minimumorder,maximumorder,date_created,description,extended_description,keywords,sorting,thumbnail,image1,image2,image3,image4,realmedia,related,accessories,shipcost,imagecaption1,imagecaption2,imagecaption3,imagecaption4,title,metatags,displaytext,eproduct_password,eproduct_random,eproduct_expire,eproduct_path,eproduct_serial,eproduct_instructions,homespecial,categoryspecial,hide,free_shipping,nontax,notforsale,giftcertificate,userid,last_update,extra_field_1,extra_field_2,extra_field_3,extra_field_4,extra_field_5,extra_field_6,extra_field_7,extra_field_8,extra_field_9,extra_field_10,extra_field_11,extra_field_12,extra_field_13,usecatoptions,qtyoptions,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,hide_1,hide_2,hide_3,hide_4,hide_5,hide_6,hide_7,hide_8,hide_9,hide_10,minorderpkg,listing_displaytype,show_out_stock,pricing_groupopt,qtydiscount_opt,loginlevel,redirectto,accessgroup,self_ship,tax_code,eproduct_reuseserial,nonsearchable,instock_message,outofstock_message,backorder_message,height,width,depth,reward_points,reward_disable,reward_redeem,filename,fractional_qty,gtin,canonical_url,link
165,STICKER1,"Surveillance 4"" Sticker for Indoor/Outdoor use",Accessories/Stickers and Signs,,Platinum CCTV,,0,1.5,0,0,1.5,0,73,0,,0.1,1,0,6/15/2015,,"These 4"" by 4"" stickers are designed with building entrances in mind. These enable you to notify the public that video recording is taking place at your home or workplace.  These stickers are weatherproof, and can be used both outdoors and indoors. They are great for deterring theft and vandalism.",,0,assets/images/sticker1_thumbnail.jpg,assets/images/sticker1.jpg,,,,,,,0,"4"" Sticker warns customers or burglars that you are watching them",,,,Security Camera Surveillance Outdoor Sticker,"<META NAME=""DESCRIPTION"" CONTENT=""Indoor/Outdoor 4"" CCTV sticker lets people know they are being watched and that your premises is protected""> <META NAME=""ABSTRACT"" CONTENT=""Deter theft with this visible 4"" CCTV sticker for your property""> <META NAME=""KEYWORDS"" CONTENT=""cctv sticker, security camera sticker, surveillance sticker, outdoor sticker""> ",,,0,0,,0,,0,0,0,1,0,0,0,Michael,7/6/2015 20:49,,,,,,,,,,,,,,0,,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,,0,,0,0,Ships FREE!,,,0,0,0,0,0,0,cctv-sticker-1,0,,,
166,STICKER2,"Surveillance 4"" Sticker for Indoor/Outdoor use for Audio and Video recording ",Accessories/Stickers and Signs,,Platinum CCTV,,0,1.5,0,0,1.5,0,2,0,,0.1,1,0,6/15/2015,,"These 4"" by 4"" stickers are designed with building entrances in mind. These enable you to notify the public that video and audio recording is taking place at your home or workplace.  These stickers are weatherproof, and can be used both outdoors and indoors. They are ideal for deterring theft and vandalism. This particular sticker highlights that audio recording is taking place.",,0,assets/images/products/accessories/sticker2/sticker2a_thumbnail.jpg,assets/images/products/accessories/sticker2/sticker2a.jpg,,,,,,,0,"4"" Sticker warns people of audio and video recording, subtly",,,,"CCTV Audio/Video Recording Sticker - Follow Laws, Let people know you are recording","<META NAME=""DESCRIPTION"" CONTENT=""Protect your property with this audio/video CCTV Surveillance Sticker.  It is required that you post when you are recording audio and video.  This sticker helps you do it.""> <META NAME=""ABSTRACT"" CONTENT=""Let people know you are recording audio and video with this sticker""> <META NAME=""KEYWORDS"" CONTENT=""cctv sticker, audio sticker, surveillance sticker, security sticker, audio recording""> ",,,0,0,,0,,0,0,0,1,0,0,0,Michael,7/6/2015 20:52,,,,,,,,,,,,,,0,,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,,0,,0,0,Ships FREE!,,,0,0,0,0,0,0,cctv-sticker-2,0,,,
167,STICKER3,"Surveillance 4"" Sticker for Indoor/Outdoor usage ",Accessories/Stickers and Signs,,Platinum CCTV,,0,1.5,0,0,1.5,0,95,0,,0.1,1,0,6/15/2015,,"These 4"" by 4"" stickers are designed with building entrances in mind. These enable you to notify the public that video and audio recording is taking place at your home or workplace.  These stickers are weatherproof, and can be used both outdoors and indoors. They are ideal for deterring theft and vandalism. This particular sticker highlights a threat of prosecution and full HD recordings.",,0,assets/images/products/accessories/sticker3/sticker3_450x450_thumbnail.jpg,assets/images/products/accessories/sticker3/sticker3_450x450_thumbnail.jpg,,,,,,,0,"4"" Sticker warning people of security camera coverage",,,,"Ugly Faces CCTV Sticker - Warn People, with a sense of humor","<META NAME=""DESCRIPTION"" CONTENT=""Let people know that you are recording, but keep a sense of humor at the same time.  People will smile when they see this outdoor cctv sticker""> <META NAME=""ABSTRACT"" CONTENT=""Let people know you are recording with our ugly faces cctv sticker""> <META NAME=""KEYWORDS"" CONTENT=""cctv sticker, ugly faces, surveillance sticker, security sticker, indoor sticker, outdoor sticker""> ",,,0,0,,0,,0,0,0,1,0,0,0,Michael,4/5/2022 19:45,,,,,,,,,,,,,,0,,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,,0,,0,0,Ships FREE!,,,0,0,0,0,0,0,cctv-sticker-3,0,,,
168,CCTVSign1,"Metal CCTV Sign 12"" x 18"" Outdoor Aluminum Weatherproof",Accessories/Stickers and Signs,,Platinum CCTV,,0,40,50,0,40,1,2,0,,0.1,1,0,6/15/2015,,"This aluminum sign is constructed from weatherproof aluminum. It is ideal for business owners wishing to deter theft or vandalism at their facilities. The sign measures 12"" x 18"", making it very legible for anyone passing by. It can be used to meet many town, state, or city laws on advising that recording is taking place.   ",,0,assets/images/products/accessories/cctvsign-1218/cctvsign-1218_1_300x450_thumbnail.jpg,assets/images/products/accessories/cctvsign-1218/cctvsign-1218_1_300x450.jpg,,,,,,,0,,,,,Metal CCTV Sign Warns People of Security Cameras,"<META NAME=""DESCRIPTION"" CONTENT=""Warn people that you are recording, and protect your property with this CCTV metal sign.  This sign will inform those around that you are watching.""> <META NAME=""ABSTRACT"" CONTENT=""Protect your property with a large metal cctv sign.""> <META NAME=""KEYWORDS"" CONTENT=""cctv sign, metal sign, security sign, security camera sign""> ",,,0,0,,0,,0,0,0,0,0,0,0,Michael,12/11/2022 16:46,,,,,,,,,,,,,,0,,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,,0,,0,0,Orders over $200 Ship FREE!,,,0,0,0,0,0,0,cctv-sign-1,0,,,
169,CCTVSign2,"Metal CCTV Sign 12"" x 18"" Outdoor Aluminum Weatherproof",Accessories/Stickers and Signs,,Platinum CCTV,,0,40,50,0,40,1,-12,0,,0.1,1,0,6/15/2015,,"This aluminum sign is constructed from weatherproof aluminum. It is ideal for business owners wishing to deter theft or vandalism at their facilities. The sign measures 12"" x 18"", making it very legible for anyone passing by. It can be used to meet many town, state, or city laws on advising that recording is taking place.      ",,0,assets/images/products/accessories/cctvsign2-1218/cctvsign2-1218_450x450_thumbnail.jpg,assets/images/products/accessories/cctvsign2-1218/cctvsign2-1218_450x450.jpg,,,,,,,0,,,,,Funny CCTV Sign - Metal Sign,"<META NAME=""DESCRIPTION"" CONTENT=""Warn people you are recording, while keeping a sense of humor with this CCTV metal sign""> <META NAME=""ABSTRACT"" CONTENT=""Warn people of recording with this metal cctv sign""> <META NAME=""KEYWORDS"" CONTENT=""cctv sign, metal sign, security sign, security camera sign, surveillance sign, funny""> ",,,0,0,,0,,0,0,0,0,0,0,0,Michael,12/11/2022 16:46,,,,,,"<br class=""innova"">     ","<br class=""innova"">     ","<br class=""innova"">     ","<br class=""innova"">     ","<br class=""innova"">     ","<br class=""innova"">     ","<br class=""innova"">     ","<br class=""innova"">     ",0,,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,,,0,,0,0,Orders over $200 Ship FREE!,,,0,0,0,0,0,0,cctv-sign-2,0,,,
170,CCTVSign3,"Metal CCTV Sign 12"" x 18"" Outdoor Aluminum Weatherproof ""No Dumping Allowed""",Accessories/Stickers and Signs,,Platinum CCTV,,0,40,50,0,40,1,1,0,,0.1,1,0,6/15/2015,,"This aluminum sign is constructed from weatherproof aluminum. It is ideal for business owners wishing to deter fly-dumping or dumping of trash at their facilities. The sign measures 12"" x 18"", making it very legible for anyone passing by. It can be used to meet many town, state, or city laws on advising that recording is taking place.      ",,0,assets/images/products/accessories/cctvsign5/cctv-sign-4_thumbnail.jpg,assets/images/products/accessories/cctvsign5/cctv-sign-4.png,,,,,"CCTVSign1,STICKER1,STICKER2,STICKER3,STICKER4",,0,CCTV Funny No Dumping Sign showing security cameras,,,,No Dumping CCTV Sign - Funny Sign,"<META NAME=""DESCRIPTION"" CONTENT=""With this metal cctv sign, you can let people know not to dump their trash, and let them know you are recording at the same time.""> <META NAME=""ABSTRACT"" CONTENT=""Discourage illegal dumping with this CCTV no dumping sign""> <META NAME=""KEYWORDS"" CONTENT=""metal sign, no dumping, cctv sign, security camera sign, security sign, funny sign""> ",,,0,0,,0,,0,0,0,0,0,0,0,Michael,12/11/2022 16:46,,,,,,,,,,,,,,0,,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,,0,,0,0,Orders over $200 Ship FREE!,,,0,0,0,0,0,0,cctv-sign-3,0,,,
171,PoE4,"4-Port PoE Switch 100 Mbps for IP Cameras (4 ports PoE, 4 ports Non-PoE)",Accessories/PoE Switches,,,,0,85,95,0,85,1,-9,0,,1.5,1,0,6/17/2015,,"		<div class=""desc""> 			<h2>Description</h2> 			<p>The PoE4 model PoE switch is a specially-designed 8 Port network switch that will provide power to 4 cameras and allow connection to the network to communicate with your NVR or NVR&nbsp;software.  These PoE switches are compatible with all of our PoE (Power over Ethernet) IP&nbsp;Cameras to provide power and connectivity to these cameras over a single CAT-5 or CAT-6 network cable.  The PoE4 Model switch is a 100 Mbps network switch.</p> 			<p>Have more than 4 cameras?  Simply connect multiple PoE switches together to allow for support for more cameras.</p> 			<p>Also, check out our PoE4G model 4-Port Gigabit PoE switch for even faster network traffic for higher definition cameras. </p> 		</div>  ",,0,assets/images/products/poes/poe4_1_thumbnail.jpg,assets/images/products/poes/poe4_1.jpg,assets/images/Products/PoEs/PoE4_2.jpg,assets/images/Products/PoEs/PoE4_3.jpg,assets/images/Products/PoEs/PoE4_4.jpg,,,,0,8 Port 10/100 Mbps Switch with 4 PoE ports for IP Cameras,"Compact, sleek design to power your IP cameras",Connect IP Cameras to marked PoE Ports to provide camera with power,,4 Port PoE 10/100 Switch for IP Cameras - 4 Ports PoE and 4 ports non-PoE,"<META NAME=""DESCRIPTION"" CONTENT=""Power your IP cameras with this 4-Port PoE/4 Port Non-PoE switch.  ""> <META NAME=""ABSTRACT"" CONTENT=""10/100 Mbps 4-Port PoE switch to power your IP cameras""> <META NAME=""KEYWORDS"" CONTENT=""PoE Switch, 4-port, 10 Mbps, 100 Mbps, 10/100, PoE, IP Cameras""> ",,,0,0,,0,,0,0,0,0,0,0,0,James,10/25/2016 14:02,,,,,,,,,,,,,,0,,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,,0,,0,0,Orders over $200 Ship FREE!,,,6,9,13,0,0,0,poe4,0,,,
172,PoE4G,"4-Port PoE Switch 1000 Mbps for IP Cameras (4 ports PoE, 4 ports Non-PoE)",Accessories/PoE Switches,,,,0,135.95,145,0,135.95,1,286,0,,1.5,1,0,6/17/2015,,"		<div class=""desc""> 			<h2>Description</h2> 			<p>The PoE4G model Gigabit PoE switch is a specially-designed 8 Port network switch that will provide power to 4 cameras and allow connection to the network to communicate with your NVR or NVR&nbsp;software. These Gigabit PoE switches are compatible with all of our PoE (Power over Ethernet) IP&nbsp;Cameras to provide power and connectivity to these cameras over a single CAT-5 or CAT-6 network cable. The PoE4G Model switch is a 1000 Mbps (1 Gbps) network switch.</p> 			<p>Have more than 4 cameras?  Simply connect multiple PoE switches together to allow for support for more cameras.</p> 			<p>Also, check out our PoE4 model 4-Port 100 Mbps PoE switch for lower budget IP camera installations.</p> 		</div>   ",,0,assets/images/products/poes/poe4g_1_thumbnail.jpg,assets/images/products/poes/poe4g_1.jpg,assets/images/Products/PoEs/PoE4G_2.jpg,,,,,,0,8 Port Gigabit Network Switch with 4 PoE ports for IP Cameras,"Compact, sleek design to power your IP cameras",,,4-Port Gigabit PoE Switch for IP Cameras - 4 PoE Ports / 4 Non-PoE Ports,"<META NAME=""DESCRIPTION"" CONTENT=""Power your HD IP cameras with this 4-Port Gigabit PoE switch.  4 PoE Ports and 4 Non-PoE ports.""> <META NAME=""ABSTRACT"" CONTENT=""Gigabit 4-Port PoE Switch connects and powers your IP camera""> <META NAME=""KEYWORDS"" CONTENT=""gigabit, poe switch, 4-port, IP cameras, Network switch""> ",,,0,0,,0,,0,0,0,0,0,0,0,James,1/20/2020 15:09,,,,,,,,,,,,,,0,,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,,0,,0,0,Orders over $200 Ship FREE!,,,6,9,13,0,0,0,gigabit-poe4,0,,,
173,SVC-Call-A8,On-Site Service Call to Customer Site - Zone A,,,,,0,69.95,69.95,0,69.95,0,8243,0,,0,1,0,6/17/2015,,On-Site Service call to customer's location for testing/Diagnosis.  Up to 20 miles - Normal business hours         ,"SVC, Labor, Service Call",0,,,,,,,,,0,,,,,,,,,0,0,,0,,0,0,0,0,1,0,0,Michael,10/5/2022 14:23,,,,,,,,,,,,,,0,,0,49.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,,0,,0,1,,,,0,0,0,0,0,0,,0,,,
174,SVC-Server,Labor to Setup Server on-site prior to camera Installation,,,,,0,200,200,0,200,0,10006,0,,0,1,0,6/17/2015,,"Labor to setup and configure new HDVR, NVR or DVR server prior to camera installation on-site.  Includes service call and labor for server setup. ",,0,,,,,,,,,0,,,,,,,,,0,0,,0,,0,0,0,0,1,0,0,Michael,12/30/2015 18:04,,,,,,,,,,,,,,0,,0,200,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,,0,,0,1,,,,0,0,0,0,0,0,,0,,,
175,SVC-PF,Labor to Remotely Port Forward for DVR/NVR/HDVR System,,,,,0,35.95,35.95,0,35.95,0,10004,0,,0,1,0,6/17/2015,,"Labor to connect to customer's server remotely via teamviewer, configure port forwarding on customer's router and test for outside connection.   ",,0,,,,,,,,,0,,,,,,,,,0,0,,0,,0,0,0,0,1,0,0,Michael,10/17/2018 9:53,,,,,,,,,,,,,,0,,0,35.95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,,0,,0,0,,,,0,0,0,0,0,0,,0,,,
176,SVC-Config1,Labor to Configure IP addresses for Cameras & Add to NVR Server,,,,,0,99.95,99.95,0,99.95,0,9959,0,,0,1,0,6/17/2015,,"Labor to configure IP cameras for NVR server, add IP addresses to cameras and configure on network.  Then add camera's IP addresses to NVR server or PC with NVR Software.  Includes port forwarding for remote configuration.     ",,0,,,,,,,,,0,,,,,,,,,0,0,,0,,0,0,0,0,1,0,0,Michael,10/15/2020 9:38,,,,,,,,,,,,,,0,,0,99.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,,0,,0,1,,,,0,0,0,0,0,0,,0,,,
177,SVC-Config2,Labor to Configure NVR/DVR software on Client's PC Remotely,,,,,0,99.95,99.95,0,99.95,0,9997,0,,0,1,0,6/17/2015,,"Labor to connect to customer's PC over teamviewer and configure AVM DVR/HDVR/NVR software.  Configure recording settings and setup Port forwarding for remote access.  Test remote connection and setup client software on PCs, phones, etc.  ",,0,,,,,,,,,0,,,,,,,,,0,0,,0,,0,0,0,0,1,0,0,Michael,10/17/2018 9:53,,,,,,,,,,,,,,0,,0,99.95,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,,0,,0,0,,,,0,0,0,0,0,0,,0,,,
178,SVC-TRN,"Labor for Remote Setup for Client PCs, Internet Setup and Setup for Remote Access on Phones/Devices with Training",,,,,0,99.95,99.95,0,99.95,0,10009,0,,0,1,0,6/17/2015,,"Labor for remote setup of client PCs, configure internet connection and setup for remote access on phones and devices.&nbsp;",,0,,,,,,,,,0,,,,,,,,,0,0,,0,,0,0,0,0,1,0,0,Michael,6/14/2022 15:20,,,,,,,,,,,,,,0,,0,99.95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,,0,,0,0,,,,0,0,0,0,0,0,,0,,,
179,SVC-HR,Labor for Installation/Diagnosis or Repair of Cameras (on-site) per hour,,,,,0,99.95,99.95,0,99.95,0,10061.5,0,,0,1,0,6/17/2015,,"1 hour labor for on-site installation, diagnosis, repair of security cameras (does not include service call). ",,0,,,,,,,,,0,,,,,,,,,0,0,,0,,0,0,0,0,1,0,0,Michael,12/30/2015 18:02,,,,,,,,,,,,,,0,,0,99.95,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,,0,,0,1,,,,0,0,0,0,0,0,,0,,,
180,prod,PHONE CUSTOM PRODUCT,,,,,0,0,0,0,0,0,-2069,0,,0,1,0,6/17/2015,,,,0,,,,,,,,,0,,,,,,,,,0,0,,0,,0,0,0,1,0,0,0,James,6/25/2015 17:48,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,,0,,0,0,,,,0,0,0,0,0,0,,0,,,
188,STICKER4,"Surveillance 4"" Sticker for Indoor/Outdoor usage",Accessories/Stickers and Signs,,Platinum CCTV,,0,1.5,0,0,1.5,0,94,0,,0.1,1,0,6/15/2015,,"These 4"" by 4"" stickers are designed with building entrances in mind. These enable you to notify the public that video and audio recording is taking place at your home or workplace.  These stickers are weatherproof, and can be used both outdoors and indoors. They are ideal for deterring theft and vandalism. This particular sticker highlights a threat of prosecution and full HD recordings.",,0,assets/images/products/accessories/sticker4/sticker4_thumbnail.jpg,assets/images/products/accessories/sticker4/sticker4.jpg,,,,,,,0,"4"" Sticker warning people of HD video recording in progress",,,,Indoor Outdoor CCTV Sticker - We Prosecute All Theft - HD Recording,"<META NAME=""DESCRIPTION"" CONTENT=""Indoor/Outdoor CCTV sticker (4"") for displaying that your business is covered by HD video cameras and that you WILL prosecute theft.  Make thieves think twice before ripping you off.""> <META NAME=""ABSTRACT"" CONTENT=""Make thieves think again with this CCTV HD Sticker that warns them.""> <META NAME=""KEYWORDS"" CONTENT=""CCTV sticker, security sticker, prosecute theft sticker, HD security sticker""> ",,,0,0,,0,,0,0,0,1,0,0,0,Michael,1/12/2016 20:45,,,,,,,,,,,,,,0,,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,,0,,0,0,Ships Free,,,0,0,0,0,0,0,cctv-sticker4,0,,,
198,SVC-Export,Labor to Remotely Search for video and export to AVI ,,,,,0,49.95,49.95,0,49.95,0,9986,0,,0,1,0,6/17/2015,,Labor to remotely search for video on a customer's camera system to export the video for them.    ,,0,,,,,,,,,0,,,,,,,,,0,0,,0,,0,0,0,0,1,0,0,Michael,10/18/2021 10:38,,,,,,,,,,,,,,0,,0,49.95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,,0,,0,1,,,,0,0,0,0,0,0,,0,,,
199,SVC-DVD,Remotely Export video and burn to DVD for customer,,,,,0,35,35,0,35,0,9998,0,,0.5,1,0,6/17/2015,,Labor to export video from customer's server over internet and burn onto a DVD  ,,0,,,,,,,,,0,,,,,,,,,0,0,,0,,0,0,0,0,1,0,0,Michael,10/17/2018 9:54,,,,,,,,,,,,,,0,,0,49.95,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,,0,,0,0,,,,0,5,5,0,0,0,,0,,,
200,SpyDownload,Spy Camera Time Update Software Download (Instant Download),Accessories/Software,,,,0,9.95,9.95,0,5,1,924,0,,0,1,0,7/6/2015,,"<div class=""desc""><h4>Update the Time on Most Generic Spy&nbsp;Cameras!</h4><h5>So you purchased a generic spy camera, but didn't get time update software?</h5><div class=""c""></div><img class=""l"" src=""../../assets/images/Products/Accessories/Downloads/Spy_Camera_Downloads_300x240.jpg"" alt="""" border=""0""><p>Our time update Windows software has been used by thousands to update the time and date stamp on their hidden spy or nanny cameras. While we cannot guarantee operation with every spy camera, below are pictures of many of the spy cameras that our customers have already successfully used this software on. The innards of many spy cameras are nearly identical, and unfortunately many of the vendors of these cameras either don't include the time update software, or just don't have it.</p><p>While we do not sell these types of spy cameras anymore, we do offer the time update software for these spy cameras so that you can actually make your spy camera useful, as having the wrong time and date stamp can make your video worthless.</p><p><span style=""font-weight: bold;"">Virus Warning: </span>Some virus scanners will give a warning when downloading the software. &nbsp;This is because this software must write directly to the SD&nbsp;card of the Spy camera to update the time. &nbsp;It is not a virus, just gives false positives because of the software behavior (this behavior is needed in order to update the time on your spy camera). </p><div class=""c""></div><hr class=""w80 g""><img class=""r"" src=""../../assets/images/Products/SpyCameras/ALM-DVR1/ALM-DVR1_1_300x225.jpg"" alt="""" border=""0""><p><br><br>Many Alarm Clock and HD Alarm Clock Spy Cameras have been updated with this software</p><div class=""c""></div><img class=""l"" src=""../../assets/images/Products/SpyCameras/ALM-DVRHD1/ALM-DVRHD1_1_300x225.jpg"" alt="""" border=""0""><p><br><br>Another variation of the mini alarm clock above, that some of our customers have successfully updated with our time update software.</p><div class=""c""></div><img class=""r"" src=""../../assets/images/Products/SpyCameras/CH-DVRHD1/CH-DVRHD1_1_300x225.jpg"" alt="""" border=""0""><p><br><br>Covert Clothes Hook or Coat Hook Cameras</p><div class=""c""></div><img class=""l"" src=""../../assets/images/Products/SpyCameras/DC-DVR1/DC-DVR1_1_300x225.jpg"" alt="""" border=""0""><p><br><br>Ornate Desk clock spy cameras</p><div class=""c""></div><img class=""r"" src=""../../assets/images/Products/SpyCameras/KC-DVR1080P/KC-DVR1080P_2_300x225.jpg"" alt="""" border=""0""><p><br><br>Keychain/Keyfob type cameras</p><div class=""c""></div><img class=""l"" src=""../../assets/images/Products/SpyCameras/KC-DVR/KC-DVR_1.jpg"" alt="""" border=""0""><p><br><br>Keyfob/Keychain style cameras that may come with MANY&nbsp;different brands/models</p><div class=""c""></div><img class=""r"" src=""../../assets/images/Products/SpyCameras/KC-DVR/KC-DVR_2.jpg"" alt="""" border=""0""><p><br>Another picture of the keychain/keyfob camera that is abundant on the market. Many of our customers have used this software to update these models. Depending on seller, it may come with logo from a car manufacturer on it.</p><div class=""c""></div><img class=""l"" src=""../../assets/images/Products/SpyCameras/Generic/Calculator.jpg"" alt="""" border=""0""><p><br><br>Calculator hidden spy cameras have also been updated with this software successfully by customers</p><hr class=""w80 g""><p><span style=""font-weight: bold;"">NOTE: </span>We can in no way guarantee operation of this software with all of the spy cameras that are on the market. We have also run across some of these cheaper spy cameras from Amazon or Ebay that do not accept any method of time update&nbsp;at all. This can be a defect on the board/firmware of the spy camera and this software will not fix that. When we sold spy cameras, we even received several shipments from our manufacturer that did not accept time updates, but we returned them to the manufacturer because we tested them before shipment to our customers.</p><p><span style=""font-weight: bold;"">Once software has been purchased, it cannot be returned for any reason.</span></p><hr class=""w80 g""><h4></h4><div class=""c""></div></div>  ","spy camera, time update, software, download, nanny camera, time, update",0,assets/images/products/accessories/downloads/spy_camera_downloads_500x400_thumbnail.jpg,assets/images/products/accessories/downloads/spy_camera_downloads_500x400.jpg,assets/images/Products/SpyCameras/ALM-DVR1/ALM-DVR1_1_500x375.jpg,assets/images/Products/SpyCameras/ALM-DVRHD1/ALM-DVRHD1_1_500x375.jpg,assets/images/Products/SpyCameras/CH-DVRHD1/CH-DVRHD1_1_500x375.jpg,,,,0,Time update software for many generic spy cameras,Update time on many mini-alarm clock spy cameras,Update the time/date stamp with this software on many alarm clock cameras,Update the time on many generic Coat Hook Spy cameras,Spy and Nanny Camera Time Update Software - Update the time/date stamp on your spy camera,"<META NAME=""DESCRIPTION"" CONTENT=""This time update software is designed to work with many generic spy cameras.  It allows you to update the time on any compatible spy or nanny camera so that your time/date stamp is correct.""> <META NAME=""ABSTRACT"" CONTENT=""Update the time and date stamp on spy and nanny cameras with software""> <META NAME=""KEYWORDS"" CONTENT=""time update, spy camera, nanny camera, spy cam, nanny cam, download, software""> ",,,0,0,assets/images/downloads/Update_DVR_Time2.zip;;;;;;;;;;,0,"If your virus scanner gives a false-positive during download, please tell it to continue anyway.  Many virus scanners scan based on software behavior instead of actual known viruses.  This software needs to directly access the SD card to write a file in the root of the spy camera, that behavior is falsely flagged by some.",0,0,0,1,0,0,0,Michael,2/2/2016 21:35,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,,0,,0,0,,,,0,0,0,0,0,0,spy-camera-time-update-software,0,,,
