catalogid,id,name,categories,mfgid,manufacturer,distributor,cost,price,price2,price3,saleprice,onsale,stock,stock_alert,display_stock,weight,minimumorder,maximumorder,date_created,description,extended_description,keywords,sorting,thumbnail,image1,image2,image3,image4,realmedia,related,accessories,shipcost,imagecaption1,imagecaption2,imagecaption3,imagecaption4,title,metatags,displaytext,eproduct_password,eproduct_random,eproduct_expire,eproduct_path,eproduct_serial,eproduct_instructions,homespecial,categoryspecial,hide,free_shipping,nontax,notforsale,giftcertificate,userid,last_update,extra_field_1,extra_field_2,extra_field_3,extra_field_4,extra_field_5,extra_field_6,extra_field_7,extra_field_8,extra_field_9,extra_field_10,extra_field_11,extra_field_12,extra_field_13,usecatoptions,qtyoptions,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,hide_1,hide_2,hide_3,hide_4,hide_5,hide_6,hide_7,hide_8,hide_9,hide_10,minorderpkg,listing_displaytype,show_out_stock,pricing_groupopt,qtydiscount_opt,loginlevel,redirectto,accessgroup,self_ship,tax_code,eproduct_reuseserial,nonsearchable,instock_message,outofstock_message,backorder_message,height,width,depth,reward_points,reward_disable,reward_redeem,filename,fractional_qty,gtin,canonical_url,link
36,BNC-S,BNC-S Splice Connector for extending your BNC cables,Accessories/Connectors,BNC-S,,,0,0.95,0.95,0,0.95,0,325,0,,0.02,1,0,3/23/2015,,"		<div class=desc> 			<h2>Description</h2> 			<p>Sometimes your CCTV&nbsp;cables fall just short in length of where you would like to place your home or business CCTV cable. &nbsp;The BNC-S connector is the answer to this problem. &nbsp;This BNC splice connector will allow you to connect 2 BNC type CCTV&nbsp;Cables together in order to extend your cables further.  </p> 			<p>For best results, use the BNC-S connector with our RG-P series heavy-duty pre-made power/video cables.</p> 		</div>",,0,assets/images/products/accessories/bnc-s/bnc-s_1_500x375_thumbnail.jpg,assets/images/products/accessories/BNC-S/BNC-S_1_500x375.jpg,assets/images/products/accessories/BNC-S/BNC-S_2_500x375.jpg,assets/images/products/accessories/BNC-S/BNC-S_3_500x375.jpg,,,,,0,BNC Splice connector - Extend your CCTV cables,,,,BNC Splice connector - join 2 CCTV cables together,"<META NAME=""DESCRIPTION"" CONTENT=""BNC-S splice connector allows you to join multiple CCTV cables together to extend your security camera cabling.  Ideal for analog security cameras""> <META NAME=""ABSTRACT"" CONTENT=""BNC splice connector for extending cctv cables""> <META NAME=""KEYWORDS"" CONTENT=""BNC-S, bnc splice connector, BNC gender changer, splice connector, cctv splice""> ",,,0,0,,0,,0,0,0,0,0,0,0,Michael,8/17/2022 10:22,,,,,,,,,,,,,,0,,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,0,,0,0,Orders over $200 Ship FREE!,,,0,0,0,0,0,0,bnc-splice-connector,0,,,
37,BNC-T,BNC T-Connector for splitting 1 camer a feed to 2 outputs,Accessories/Connectors,BNC-T,,,0,0.95,0.95,0,0.95,0,480,0,,0.02,1,0,3/23/2015,,"		<div class=desc> 			<h2>Description</h2> 			<p>The BNC-T t-connector is a great CCTV accessory that allows you to connect a single camera into two video receivers, like a DVR&nbsp;and a public display monitor.  Use the BNC-T connectors with high quality BNC video cables for best results.  These connectors can also be used to connect a single camera to 2 separate DVR recorders.</p> 		</div>",,0,assets/images/products/accessories/bnc-t/bnc-t_1_500x375_thumbnail.jpg,assets/images/products/accessories/BNC-T/BNC-T_1_500x375.jpg,assets/images/products/accessories/BNC-T/BNC-T_2_500x375.jpg,assets/images/products/accessories/BNC-T/BNC-T_3_500x375.jpg,assets/images/products/accessories/BNC-T/BNC-T_4_500x375.jpg,,,,0,BNC T Connector allows you to split a camera feed,,,,BNC T Connector - plug 1 camera into 2 monitors or recorders,"<META NAME=""DESCRIPTION"" CONTENT=""BNC-T - Splitter allows you to connect a single Security camera to a monitor and DVR at same time.""> <META NAME=""ABSTRACT"" CONTENT=""BNC T Connector to allow you to connect a single cctv camera to cables""> <META NAME=""KEYWORDS"" CONTENT=""BNC-T, BNC T Connector, BNC Splitter, CCTV splitter""> ",,,0,0,,0,,0,0,0,0,0,0,0,Michael,1/12/2016 15:58,,,,,,,,,,,,,,0,,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,0,,0,0,Orders over $200 Ship FREE!,,,0,0,0,0,0,0,bnc-t-connector,0,,,
39,CRIMP-1,Heavy Duty RG-59 & RG-6 Hex Crimp Tool,Accessories/Tools,CRIMP-1,,,0,28.95,28.95,0,28.95,0,0,0,,0.1,1,0,3/23/2015,,,,0,assets/images/products/accessories/crimp1/crimp1_1_400x533_thumbnail.jpg,assets/images/products/accessories/crimp1/crimp1_1_400x533.jpg,,,,,,,0,Crimp Tool for BNC Crimp on connectors,,,,BNC crimp tool for use with Crimp Style BNC connectors,"<META NAME=""DESCRIPTION"" CONTENT=""Heavy Duty hex crimp tool for use with BNC, type F or RCA crimp connectors.  This hex crimp tool works with RG-59 and RG-6 connectors""> <META NAME=""ABSTRACT"" CONTENT=""Heavy Duty Hex Crimp tool for RG-59 and RG-6 connectors""> <META NAME=""KEYWORDS"" CONTENT=""CRIMP-1, crimp tool, hex crimper, cctv crimp tool""> ",,,0,0,,0,,0,0,0,0,0,0,0,James,4/5/2018 16:04,,,,,,,,,,,,,,0,,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,0,0,Orders over $200 Ship FREE!,,,0,0,0,0,0,0,crimp-tool-bnc,0,,,
40,CT-10,"Heavy Duty Compression tool for BNC, RCA and Type-F Connectors",Accessories/Tools,CT-10,,,0,35.95,35.95,0,35.95,0,1,0,,0.1,1,0,3/23/2015,,"<div class=""desc""> 			<h2>Description</h2> 			<p>The CT-10 compression tool is a multi-tool for termination of coaxial cables which works with BNC (Security Camera), RCA (Audio/Video) and Type-F (Satellite or Cable TV).  It works with compression style connectors for each of these types. &nbsp;The compression connectors are the best style of connector to use for each of these, as the collar compresses into the connector, squeezing on the cable and making a positive type, high tensile strength permanent connection.</p> 			<p>This compression tool is useful for creating your own CCTV security camera cables, or other coaxial cables of any type, and works with connectors both for RG-59 and RG-6 size coaxial cables.</p> 		</div>  ",,0,assets/images/products/accessories/ct-10/ct-10_1_400x300_thumbnail.jpg,assets/images/products/accessories/CT-10/CT-10_1_400x300.jpg,,,,,,,0,"Compression tool for BNC, RCA and Type F connectors",,,,"Compression Tool for use with BNC, RCA and Type F connectors","<META NAME=""DESCRIPTION"" CONTENT=""Compression tool for use with BNC compression, RCA and Type F compression connectors.  This compression tool is perfect for making weatherproof cables""> <META NAME=""ABSTRACT"" CONTENT=""Compression tool for BNC, Type F and RCA connectors""> <META NAME=""KEYWORDS"" CONTENT=""CT-10, compression tool, bnc compression""> ",,,0,0,,0,,0,0,0,0,0,0,0,James,4/5/2018 16:04,,,,,,,,,,,,,,0,,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,0,0,Orders over $200 Ship FREE!,,,0,0,0,0,0,0,bnc-rca-typef-compression-tool,0,,,
41,DQ-18-18-5,"DVR Lockbox with Cooling Fan (18""x18""x5"")",Accessories/DVR Lockboxes,DQ-18-18-5,,,0,149.95,149.95,0,149.95,0,15,0,,15,1,0,3/23/2015,,"		<div class=desc> 			<h2>Description</h2> 			<p>When installing a home or business security camera system, it is very important to think about disaster striking.  In the case of a burglary, many burglars may be watching for cameras and attempt to take the recorder with them, and with it the evidence of what has happened.  In the case of our AVM (Advanced Video Management) systems, you can also have remote recording, however with most systems protection of your DVR&nbsp;is very important.</p> 			<p>The&nbsp;DQ-18-18-5 is a heavy gauge steel lockbox that is designed to prevent someone from tampering with, destroying or stealing your security camera recorder.  This box is 18&quot; x 18&quot; x 5&quot; dimensions, and has optional wall mount brackets to allow you to bolt to a wall easily.</p> 			<p>This DVR&nbsp;lockbox has a built-in powerful fan to keep air moving through the box, and keep the DVR and hard drives cool enough for standard operation.</p> 		</div>",,0,assets/images/products/accessories/dvrlockbox/dq-18-18-5_1_500x371_thumbnail.jpg,assets/images/products/Accessories/DVRLockbox/DQ-18-18-5_1_500x371.jpg,assets/images/products/accessories/DVRLockbox/DQ-18-18-5_2_500x320.jpg,assets/images/products/accessories/DVRLockbox/DQ-18-18-5_3_500x455.jpg,,,,,0,"18"" x 18"" x 5"" Heavy Duty DVR Lockbox",,,,DVR Lockbox - Hardened steel box with cooling fan to protect your video,"<META NAME=""DESCRIPTION"" CONTENT=""DVR lockbox for protecting your DVR from theft or vandalism.  These heavy gauge steel boxes can bolt to any wall, floor or ceiling to hold your DVR""> <META NAME=""ABSTRACT"" CONTENT=""DVR lockbox for protecting your DVR""> <META NAME=""KEYWORDS"" CONTENT=""DQ-18-18-5, DVR lockbox, lockbox for NVR, Lockbox for HDVR""> ",,,0,0,,0,,0,0,0,0,0,0,0,Michael,1/12/2016 16:11,,,,,,,,,,,,,,0,,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,0,,0,0,Orders over $200 Ship FREE!,,,18,18,5,0,0,0,dvr-lockbox-1,0,,,
42,DQ-21-21-8,"Large DVR and PC-DVR Lockbox with Cooling Fan (21""x21""x8"")",Accessories/DVR Lockboxes,DQ-21-21-8,,,0,159.95,159.95,0,159.95,0,7,0,,25,1,0,3/23/2015,,"		<div class=""desc""> 			<h2>Description</h2> 			<p>When installing a home or business security camera system, it is very important to think about disaster striking.  In the case of a burglary, many burglars may be watching for cameras and attempt to take the recorder with them, and with it the evidence of what has happened.  In the case of our AVM (Advanced Video Management) systems, you can also have remote recording, however with most systems protection of your DVR&nbsp;is very important.</p> 			<p>The&nbsp;DQ-21-21-8 is a heavy gauge steel lockbox that is designed to prevent someone from tampering with, destroying or stealing your security camera recorder. This box is 21"" x 21"" x 8"" dimensions, and has optional wall mount brackets to allow you to bolt to a wall easily.</p> 			<p>This DVR&nbsp;lockbox has a built-in powerful fan to keep air moving through the box, and keep the DVR and hard drives cool enough for standard operation.</p> 		</div> ",,0,assets/images/products/accessories/dvrlockbox/dq-18-18-5_1_500x371_thumbnail.jpg,assets/images/products/Accessories/DVRLockbox/DQ-18-18-5_1_500x371.jpg,assets/images/products/accessories/DVRLockbox/DQ-18-18-5_2_500x320.jpg,assets/images/products/accessories/DVRLockbox/DQ-18-18-5_3_500x455.jpg,,,,,0,"21"" x 21"" x 8"" Heavy Duty DVR Lockbox",,,,Large DVR Lockbox - Hardened steel box with cooling fans to protect your DVR,"<META NAME=""DESCRIPTION"" CONTENT=""Large DVR lockbox.  This large DVR lockbox is great for security camera installations and will hold even our large standalone DVRs (8 and 16 channels)""> <META NAME=""ABSTRACT"" CONTENT=""Large DVR Lockbox for larger standalone DVRs to keep video secure""> <META NAME=""KEYWORDS"" CONTENT=""DQ-21-21-8, DVR Lockbox, large lockbox, NVR Lockbox, HDVR lockbox""> ",,,0,0,,0,,0,0,0,0,0,0,0,Michael,1/12/2016 16:16,,,,,,,,,,,,,,0,,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,0,,0,0,Orders over $200 Ship FREE!,,,21,21,8,0,0,0,dvr-lockbox-2,0,,,
46,PWR12,12 VDC Power Adapter for CCTV Cameras and Accessories,Accessories/Power Supplies,PWR12,,,0,6.5,6.5,0,6.5,0,44,0,,0.8,1,0,3/23/2015,,"		<div class=desc> 			<h2>Description</h2> 			<p>This 12VDC&nbsp;500mA power adapter is designed to provide power for 1 CCTV security camera or microphone.  Simply plug this power adapter into a wall outlet, then connect to your pre-made power/video or power/audio cables, to provide power out to your equipment.  These power adapters are designed to be easy replacement for failed CCTV&nbsp;power supplies for all different systems with 12&nbsp;Volt DC&nbsp;requirements.</p> 			<p>These power adapters <i>can</i> be used with bulk Siamese RG-59 cables as well, simply add an AW-21M connector, which will accept the power from this power adapter and convert to a bare wire connection to connect into the bulk spool of power cable.</p> 		</div>",,0,assets/images/products/accessories/pwr12/pwr12_1_300x225_thumbnail.jpg,assets/images/products/accessories/pwr12/pwr12_1_300x225.jpg,,,,,,,0,12-Volt Individual Style Power Adapter for CCTV Cameras & Accessories,,,,Individual 12VDC 500mA power supply with 2.1mm connector,"<META NAME=""DESCRIPTION"" CONTENT=""Individual 12 Volt DC 500 mA power supply powers security cameras and other low voltage devices.  This individual power supply has a 2.1mm barrel""> <META NAME=""ABSTRACT"" CONTENT=""12VDC 500mA power supply for security cameras, IP cameras and HDSDI""> <META NAME=""KEYWORDS"" CONTENT=""power supply, individual power, 12V, 500mA, security camera power""> ",,,0,0,,0,,0,0,0,0,0,0,0,Michael,1/12/2016 17:23,,,,,,,,,,,,,,0,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,0,,0,0,Orders over $200 Ship FREE!,,,5,5,5,0,0,0,individual-12vdc-power-adapter,0,,,
47,PWR12-1A,12 VDC Power Adapter for CCTV Cameras and Accessories,Accessories/Power Supplies,PWR12-1A,,,0,12.5,12.5,0,12.5,0,73,0,,0.2,1,0,3/23/2015,,"		<div class=""desc""> 			<h2>Description</h2> 			<p>Some CCTV cameras require additional amperage in order to run properly.  The PWR12-1A is designed to provide 1 AMP of power at 12VDC. &nbsp;This switching power adapter helps provide steady voltage and amperage to your equipment.  The 1Amp model of this power adapter is commonly used for longer-range infrared night vision security cameras, and even HD&nbsp;IP cameras.</p> 		</div> ",,0,assets/images/products/accessories/pwr12/thumbnails/pwr12_1_300x225_thumbnail.jpg,assets/images/Products/Accessories/PWR12/pwr12_1_300x225_thumbnail.jpg,,,,,,,0,12-Volt DC 1 Amp Power Supply for High Output Cameras,,,,Individual 12VDC 1A power supply with 2.1mm connector,"<META NAME=""DESCRIPTION"" CONTENT=""12V 1 Amp high output security camera power supply delivers more power for long range infrared night vision cameras and IP cameras""> <META NAME=""ABSTRACT"" CONTENT=""High output 12VDC 1A power supply for long range infrared security""> <META NAME=""KEYWORDS"" CONTENT=""individual power supply, power supply, cctv power, 12v, 1a""> ",,,0,0,,0,,0,0,0,0,0,0,0,Michael,10/6/2016 19:56,,,,,,,,,,,,,,0,,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,0,,0,0,Orders over $200 Ship FREE!,,,5,5,5,0,0,0,12vdc-1a-camera-power-supply,0,,,
48,PWR16-12,16 - Camera Fused Distributed Power Supply Box with A/C power cord,Accessories/Power Supplies,PWR16-12,,,0,165.95,165.95,0,165.95,0,97,0,,12,1,0,3/23/2015,,"		<div class=""desc""> 			<h2>Description</h2> 			<p>The PWR16-12 is the ultimate in CCTV power supplies. &nbsp;This high output 12 VDC&nbsp;power supply box provides 1 amp per output, with 16 outputs for cameras or accessories.  The power in this box is regulated to ensure a smooth, consistent 12 Volt DC output, this smoother voltage in to your cameras or accessories will help to ensure longer life for your expensive cameras.  This box also protects from spikes and shorts, without needing to replace fuses, as it has a PTC protected circuit, that operates like a self-resetting circuit breaker, disconnecting the circuit if there is a short or surge, and reconnecting it once normal circuit is restored.</p> 			<p>This advanced power box is suitable for high output infrared cameras and HD&nbsp;IP cameras alike, as it provides up to 1 amp per output and has 16 total camera outputs.</p> 		</div> ",,0,assets/images/products/accessories/pwr9-12/pwr9-12_thumbnail.jpg,assets/images/products/accessories/PWR9-12/PWR9-12.jpg,,,,,,,0,16-Camera CCTV Power Supply Box - PTC Fused Circuit,,,,16-Camera PTC Fused regulated power supply box for CCTV,"<META NAME=""DESCRIPTION"" CONTENT=""16-Camera PTC fused power supply box with outputs for 16 cameras.  These power boxes are electronically fused and regulated""> <META NAME=""ABSTRACT"" CONTENT=""PTC fused and regulated power supply box with outputs for 16 cameras""> <META NAME=""KEYWORDS"" CONTENT=""PWR16-12, 16-camera power, power supply, power box, cctv power, security power""> ",,,0,0,,0,,0,0,0,0,0,0,0,Michael,1/20/2021 13:12,,,,,,,,,,,,,,0,,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,0,,0,0,Orders over $200 Ship FREE!,,,14,12,6,0,0,0,16-camera-power-supply-box,0,,,
49,PWR24,24-Volt AC (VAC) Power Adapter for CCTV Cameras and Accessories,Accessories/Power Supplies,PWR24,,,0,24.95,24.95,0,24.95,0,18,0,,2,1,0,3/23/2015,,"		<div class=""desc""> 			<h2>Description</h2> 			<p>This 24VAC 30VA power adapter perfect for providing power for 24VAC cameras, outdoor enclosures or other CCTV accessores.  This heavy duty power adapter is ideal for providing power to a single camera or accessory.</p> 		</div> ",,0,assets/images/products/accessories/pwr24/pwr24_1_300x225_thumbnail.jpg,assets/images/products/accessories/PWR24/PWR24_1_300x225.jpg,,,,,,,0,24VAC Individual Power Supply for Cameras & Accessories,,,,24VAC individual Power supply 40VA,"<META NAME=""DESCRIPTION"" CONTENT=""24 Volt AC security camera power supply with 40VA.  This power supply is great for 24 VAC security cameras, IP cameras, enclosures and more""> <META NAME=""ABSTRACT"" CONTENT=""24 Volt AC power supply for security cameras and accessories""> <META NAME=""KEYWORDS"" CONTENT=""24VAC, power supply, 40VA, security camera power, individual power supply""> ",,,0,0,,0,,0,0,0,0,0,0,0,Michael,1/12/2016 17:28,,,,,,,,,,,,,,0,,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,0,,0,0,Orders over $200 Ship FREE!,,,5,5,5,0,0,0,24vac-camera-power-adapter,0,,,
50,PWR4-12,4 - Camera PTC Fused Distributed Power Supply Box with A/C power cord,Accessories/Power Supplies,PWR4-12,,,0,74,74,0,74,0,99,0,,8,1,0,3/23/2015,,"		<div class=""desc""> 			<h2>Description</h2> 			<p>The PWR4-12 is the ultimate in CCTV power supplies. &nbsp;This high output 12 VDC&nbsp;power supply box provides 1 amp per output, with 4 outputs for cameras or accessories. The power in this box is regulated to ensure a smooth, consistent 12 Volt DC output, this smoother voltage in to your cameras or accessories will help to ensure longer life for your expensive cameras. This box also protects from spikes and shorts, without needing to replace fuses, as it has a PTC protected circuit, that operates like a self-resetting circuit breaker, disconnecting the circuit if there is a short or surge, and reconnecting it once normal circuit is restored.</p> 			<p>This advanced power box is suitable for high output infrared cameras and HD&nbsp;IP cameras alike, as it provides up to 1 amp per output and has 4 total camera outputs.</p> 		</div> ",,0,assets/images/products/accessories/pwr4-12/pwr4-12_thumbnail.jpg,assets/images/products/accessories/PWR4-12/PWR4-12.jpg,,,,,,,0,4-Camera CCTV Power Supply Box - PTC Fused Circuit,,,,4-Camera PTC Fused and Regulated Power supply box for CCTV,"<META NAME=""DESCRIPTION"" CONTENT=""4-Camera PTC fused security camera power supply box provides 12 VDC 1 amp per camera for long range infrared cameras""> <META NAME=""ABSTRACT"" CONTENT=""4-Camera high output power supply box for security cameras""> <META NAME=""KEYWORDS"" CONTENT=""PWR4-12, 4-Camera power, CCTV power supply, power supply box, power box, 12V, 1Amp""> ",,,0,0,,0,,0,0,0,0,0,0,0,Michael,1/20/2021 13:14,,,,,,,,,,,,,,0,,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,0,,0,0,Orders over $200 Ship FREE!,,,14,12,6,0,0,0,4-camera-power-supply,0,,,
51,PWR9,9-Volt DC Power Adapter for CCTV Cameras and Accessories,Accessories/Power Supplies,PWR9,,,0,6.5,6.5,0,6.5,0,-14,0,,0.3,1,0,3/23/2015,,"		<div class=desc> 			<h2>Description</h2> 			<p>This 9VDC individual style power adapter provides 9 Volts DC and 300mA for security cameras, spy cameras and other CCTV accessories that require 9-V power.  These power adapters will connect directly to a pre-made power/video cable, or can be connected to bulk RG-59 siamese cable by using one of our AW-21M connectors (available separately).</p> 		</div>",,0,assets/images/products/accessories/pwr12/pwr12_1_300x225_thumbnail.jpg,assets/images/products/accessories/PWR12/PWR12_1_300x225.jpg,,,,,,,0,9-Volt DC Individual Power Supply for Spy Cameras,,,,9VDC individual Power supply 300mA,"<META NAME=""DESCRIPTION"" CONTENT=""9-Volt CCTV Security Camera power supply with 300 mA.  This power supply is great for 9V security cameras and accessories""> <META NAME=""ABSTRACT"" CONTENT=""9-Volt security camera individual power supply""> <META NAME=""KEYWORDS"" CONTENT=""9-Volt, 9 VDC, 300 mA, security camera power supply, power supply, individual power adapter""> ",,,0,0,,0,,0,0,0,0,0,0,0,Michael,1/12/2016 17:32,,,,,,,,,,,,,,0,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,0,,0,0,Orders over $200 Ship FREE!,,,5,5,5,0,0,0,9vdc-camera-power-adapter,0,,,
52,PWR9-12,9 - Camera PTC Fused UL Listed Distributed Power Supply Box with A/C power cord,Accessories/Power Supplies,PWR9-12,,,0,105.95,105.95,0,105.95,0,94,0,,10,1,0,3/23/2015,,"	<div class=""desc""> 			<h2>Description</h2> 			<p>The PWR9-12 is the ultimate in CCTV power supplies. &nbsp;This high output 12 VDC&nbsp;power supply box provides 1 amp per output, with 9 outputs for cameras or accessories. The power in this box is regulated to ensure a smooth, consistent 12 Volt DC output, this smoother voltage in to your cameras or accessories will help to ensure longer life for your expensive cameras. This box also protects from spikes and shorts, without needing to replace fuses, as it has a PTC protected circuit, that operates like a self-resetting circuit breaker, disconnecting the circuit if there is a short or surge, and reconnecting it once normal circuit is restored.</p> 			<p>This advanced power box is suitable for high output infrared cameras and HD&nbsp;IP cameras alike, as it provides up to 1 amp per output and has 9 total camera outputs.</p> 		</div> ",,0,assets/images/products/accessories/pwr9-12/pwr9-12_thumbnail.jpg,assets/images/products/accessories/PWR9-12/PWR9-12.jpg,,,,,,,0,9-Camera CCTV Power Supply Box - PTC Fused Circuit,,,,9-Camera PTC Fused and Regulated Power Supply Box for CCTV,"<META NAME=""DESCRIPTION"" CONTENT=""9-Camera PTC fused power supply box for security cameras and accessories.  This power box is fused and regulated with high output for long range IR""> <META NAME=""ABSTRACT"" CONTENT=""9-Camera PTC fused power supply for security cameras and accessories""> <META NAME=""KEYWORDS"" CONTENT=""9-Camera, power supply, power box, security camera power, high output""> ",,,0,0,,0,,0,0,0,0,0,0,0,Michael,1/20/2021 13:19,,,,,,,,,,,,,,0,,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,0,,0,0,Orders over $200 Ship FREE!,,,14,12,6,0,0,0,9-camera-power-supply,0,,,
53,RG-59U,500' Spool BLACK RG-59 Siamesed Power/Video Cable with RG-59 Coaxial Video and pair 18 GA Power Wire,Accessories/Cables,RG-59U,,,0,175.95,175.95,0,175.95,0,102,0,,35,1,0,3/23/2015,,"		<div class=""desc""> 			<h2>Description</h2> 			<p>This high quality 95% copper shield RG-59U siamese cable is designed to allow you to run CCTV cables for your analog or HD-SDI security cameras and cut them to fit.  This cable carries the power out to your camera with 18 Gauge pair of power lines, which are attached to the outside of the RG-59 coaxial cable.  By combining the power and video into a single cable, it will simplify your security installation.</p> 			<p>Due to the high quality of the RG-59U&nbsp;cable, it is suitable for both traditional Analog CCTV camera runs, as well as newer HD-SDI&nbsp;(HD&nbsp;over Coax) camera installations.  This spool of cable comes in a 500' easy payload box (also available in 1000' wooden spool separately).</p> 			<p>Don't be fooled by cheap aluminum braid coaxial cable, this heavy duty cable has copper shielding for better resistance to interference = better quality video for your analog or HD over Coax camera.</p> 		</div> ",,0,assets/images/products/accessories/rg-59u/rg-59ub_1_450x300_thumbnail.jpg,assets/images/products/Accessories/RG-59U/RG-59UB_1_450x300.jpg,,,,,,,0,500' Box RG-59 Coax Cable with 18 Gauge Pair Siamesed for Power,,,,RG-59 Siamese Power/Video Cable - 500 foot Box,"<META NAME=""DESCRIPTION"" CONTENT=""500' spool RG-59U Siamese power/video cable for security camera installations.  This bulk spool of cable is great to make your own length cctv cables""> <META NAME=""ABSTRACT"" CONTENT=""RG-59U 500' spool power/video cable for security camera installs""> <META NAME=""KEYWORDS"" CONTENT=""rg-59, coaxial cable, siamese, power and video cable, cctv cable, 500 foot""> ",,,0,0,,0,,0,0,0,0,0,0,0,Michael,1/12/2016 17:37,,,,,,,,,,,,,,0,,0,99.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,0,,0,0,Orders over $200 Ship FREE!,,,14,14,14,0,0,0,rg59-siamese-power-video-cable,0,,,
54,RG-59U-1000,1000' Spool BLACK RG-59 Siamesed CCTV Power/Video Cable with RG-59 Coaxial Video and pair 18 GA Power Wire,Accessories/Cables,RG-59U-1000,,,0,245.95,245.95,0,245.95,0,40,0,,55,1,0,3/23/2015,,"		<div class=""desc""> 			<h2>Description</h2> 			<p>This high quality 95% copper shield RG-59U siamese cable is designed to allow you to run CCTV cables for your analog or HD-SDI security cameras and cut them to fit.  This cable carries the power out to your camera with 18 Gauge pair of power lines, which are attached to the outside of the RG-59 coaxial cable.  By combining the power and video into a single cable, it will simplify your security installation.</p> 			<p>Due to the high quality of the RG-59U&nbsp;cable, it is suitable for both traditional Analog CCTV camera runs, as well as newer HD-SDI&nbsp;(HD&nbsp;over Coax) camera installations. This spool of cable comes in a 1000' wooden spool (also available in 500' payload boxes separately).</p> 			<p>Don't be fooled by cheap aluminum braid coaxial cable, this heavy duty cable has copper shielding for better resistance to interference = better quality video for your analog or HD over Coax camera.</p> 		</div> ",,0,assets/images/products/accessories/rg-59u/rg-59ub_1_450x300_thumbnail.jpg,assets/images/products/Accessories/RG-59U/RG-59UB_1_450x300.jpg,,,,,,,0,1000' Spool RG-59 Coax Cable with 18 Gauge Pair Siamesed for Power,,,,RG-59 Siamese Power/Video Cable - 1000 foot Spool,"<META NAME=""DESCRIPTION"" CONTENT=""RG-59U 1000' spool siamese CCTV Power/Video cable with 95% copper.  This high quality cable lets you make your own analog or HDSDI security cables""> <META NAME=""ABSTRACT"" CONTENT=""1000' bulk spool of siamese power/video cable for HDSDI or analog""> <META NAME=""KEYWORDS"" CONTENT=""bulk cable, cctv cable, rg59, coaxial cable, siamese cable, power/video cable, security camera cable""> ",,,0,0,,0,,0,0,0,0,0,0,0,Michael,1/12/2016 17:39,,,,,,,,,,,,,,0,,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,0,,0,0,Ships FREE!,,,14,14,14,0,0,0,1000ft-rg59-siamese-power-video-cable,0,,,
